feature,from,to,ks,psi,mean_from,mean_to,median_from,median_to,missing_from,missing_to
run_top_before,2022,2023,0.017388605426149895,0.002862812102900638,2.497324949893321,2.3323897770084514,2.0,2.0,0.0,0.0
run_top_before,2023,2024,0.06577734762090859,0.023407026335687704,2.3323897770084514,2.7746176634175783,2.0,2.0,0.0,0.0
run_top_before,2022,2024,0.05242007280975425,0.012521477356156935,2.497324949893321,2.7746176634175783,2.0,2.0,0.0,0.0
run_bot_before,2022,2023,0.029906662467583334,0.008147515374840002,2.1325725738669425,2.3213074025048366,1.0,1.0,0.0,0.0
run_bot_before,2023,2024,0.05583220117566601,0.010502087243021626,2.3213074025048366,2.649950494463664,1.0,2.0,0.0,0.0
run_bot_before,2022,2024,0.07016989078640146,0.03200920138170614,2.1325725738669425,2.649950494463664,1.0,2.0,0.0,0.0
run_total_before,2022,2023,0.013180277668527474,0.0014284144035211657,4.629897523760264,4.653697179513288,4.0,4.0,0.0,0.0
run_total_before,2023,2024,0.05869118481453828,0.029090576279068983,4.653697179513288,5.424568157881242,4.0,4.0,0.0,0.0
run_total_before,2022,2024,0.07013600856694158,0.03285887071267661,4.629897523760264,5.424568157881242,4.0,4.0,0.0,0.0
score_diff_home,2022,2023,0.03325464493557978,0.009969272448316517,-0.3647523760263787,-0.011082374503614703,0.0,0.0,0.0,0.0
score_diff_home,2023,2024,0.027489085208208863,0.01329360787794151,-0.011082374503614703,-0.12466716895391448,0.0,0.0,0.0,0.0
score_diff_home,2022,2024,0.04428464815347899,0.01808019368695611,-0.3647523760263787,-0.12466716895391448,0.0,0.0,0.0,0.0
score_diff_pitcher_team,2022,2023,0.0023815515744366467,0.0001842886971546558,0.06682776233270835,0.06412788921698401,0.0,0.0,0.0,0.0
score_diff_pitcher_team,2023,2024,0.026684733440470065,0.012003937343671361,0.06412788921698401,0.06610468349986391,0.0,0.0,0.0,0.0
score_diff_pitcher_team,2022,2024,0.025569995510491578,0.011550810615888023,0.06682776233270835,0.06610468349986391,0.0,0.0,0.0,0.0
home_win_expectancy,2022,2023,0.03378974511407917,0.008647355856582795,49.15505228874377,51.45567701863355,51.1,52.5,0.0,0.0
home_win_expectancy,2023,2024,0.028695756596457733,0.008683025904367186,51.45567701863355,50.77257235500401,52.5,52.2,0.0,0.0
home_win_expectancy,2022,2024,0.038382554509500566,0.011325768373520003,49.15505228874377,50.77257235500401,51.1,52.2,0.0,0.0
away_win_expectancy,2022,2023,0.03378974511407912,0.00853385364029229,50.84651516131118,48.545707769066276,48.9,47.5,0.0,0.0
away_win_expectancy,2023,2024,0.02872211445658257,0.008607931433692227,48.545707769066276,49.22872228380281,47.5,47.8,0.0,0.0
away_win_expectancy,2022,2024,0.038382554509500566,0.011455588915536824,50.84651516131118,49.22872228380281,48.9,47.8,0.0,0.0
li,2022,2023,0.009361243029829214,0.0004355712875724812,1.006081253636775,1.0177796151104774,0.84,0.84,0.0,0.0
li,2023,2024,0.035348958212022774,0.0063897136103955934,1.0177796151104774,0.9612342854437945,0.84,0.78,0.0,0.0
li,2022,2024,0.0310638113994951,0.00549366193076656,1.006081253636775,0.9612342854437945,0.84,0.78,0.0,0.0
pitcher_id,2022,2023,0.13551331441913506,0.260084352234743,23319.115059481475,23434.271239181347,23555.0,23627.0,0.0,0.0
pitcher_id,2023,2024,0.1891189083017617,0.6338534158330218,23434.271239181347,23605.80847866134,23627.0,23771.0,0.0,0.0
pitcher_id,2022,2024,0.27402399144796785,2.5110263574304716,23319.115059481475,23605.80847866134,23555.0,23771.0,0.0,0.0
batter_id,2022,2023,0.09782805693498275,0.0886286226257307,23012.173983319324,23108.423643213522,22963.0,23143.0,0.0,0.0
batter_id,2023,2024,0.0905926199158863,0.05999760671629494,23108.423643213522,23265.478929575907,23143.0,23420.0,0.0,0.0
batter_id,2022,2024,0.14507248969183184,0.2679218352070831,23012.173983319324,23265.478929575907,22963.0,23420.0,0.0,0.0
asof_pitcher_n,2022,2023,0.09005245703550324,0.0838097651661037,3194.707235566044,3880.774377354648,2518.0,3073.0,0.0,0.0
asof_pitcher_n,2023,2024,0.05361156653832802,0.051574714586895665,3880.774377354648,3928.214467450603,3073.0,2942.0,0.0,0.0
asof_pitcher_n,2022,2024,0.09018810269068367,0.1246033251930677,3194.707235566044,3928.214467450603,2518.0,2942.0,0.0,0.0
asof_pitcher_success_rate,2022,2023,0.08357025208470947,0.04744346822129836,0.5354016476126185,0.5237304567228329,0.531092,0.522202,0.00035559578457360834,0.0002565930149679259
asof_pitcher_success_rate,2023,2024,0.12280657717435906,0.07679773098203312,0.5237304567228329,0.5113970221638664,0.522202,0.510554,0.0002565930149679259,0.00031951780424209193
asof_pitcher_success_rate,2022,2024,0.1852018995489454,0.18191125194367677,0.5354016476126185,0.5113970221638664,0.531092,0.510554,0.00035559578457360834,0.00031951780424209193
asof_pitcher_reverse_rate,2022,2023,0.07801045274926743,0.07175615769053287,0.2233658639734179,0.2330226572051886,0.225352,0.23443950000000002,0.00035559578457360834,0.0002565930149679259
asof_pitcher_reverse_rate,2023,2024,0.07064869960166281,0.0433308082024394,0.2330226572051886,0.23724595822764827,0.23443950000000002,0.235294,0.0002565930149679259,0.00031951780424209193
asof_pitcher_reverse_rate,2022,2024,0.13998993533011034,0.10472109843576505,0.2233658639734179,0.23724595822764827,0.225352,0.235294,0.00035559578457360834,0.00031951780424209193
asof_pitcher_middle_rate,2022,2023,0.08763552949398523,0.05179719446674116,0.14375002669534004,0.14750550835730175,0.1443085,0.146986,0.00035559578457360834,0.0002565930149679259
asof_pitcher_middle_rate,2023,2024,0.16057028771898008,0.1810206486780612,0.14750550835730175,0.1557042658006677,0.146986,0.153455,0.0002565930149679259,0.00031951780424209193
asof_pitcher_middle_rate,2022,2024,0.21381543266783287,0.2990601051718289,0.14375002669534004,0.1557042658006677,0.1443085,0.153455,0.00035559578457360834,0.00031951780424209193
asof_pitcher_ball_rate,2022,2023,0.0517711024455047,0.028714992284821793,0.3731654053192608,0.3712373503601371,0.3708345,0.3671765,0.00035559578457360834,0.0002565930149679259
asof_pitcher_ball_rate,2023,2024,0.060041524169330285,0.06649844940786645,0.3712373503601371,0.37262482721228296,0.3671765,0.372748,0.0002565930149679259,0.00031951780424209193
asof_pitcher_ball_rate,2022,2024,0.05256909900137946,0.05721487802232017,0.3731654053192608,0.37262482721228296,0.3708345,0.372748,0.00035559578457360834,0.00031951780424209193
asof_pitcher_strike_rate,2022,2023,0.05516891938510926,0.04251287661319041,0.4421701564369564,0.444209772922489,0.4416995,0.4453,0.00035559578457360834,0.0002565930149679259
asof_pitcher_strike_rate,2023,2024,0.05389112721362732,0.07576429349788769,0.444209772922489,0.4442294401797764,0.4453,0.44157250000000003,0.0002565930149679259,0.00031951780424209193
asof_pitcher_strike_rate,2022,2024,0.05387864191702685,0.06208236393581612,0.4421701564369564,0.4442294401797764,0.4416995,0.44157250000000003,0.00035559578457360834,0.00031951780424209193
asof_pitcher_prev1_game_success_rate,2022,2023,0.06955806969150014,0.04636813594938617,0.5267970327549473,0.5044326308628806,0.521739,0.5,0.011884172754897523,0.011086447408614194
asof_pitcher_prev1_game_success_rate,2023,2024,0.055335579732776474,0.018499055718538285,0.5044326308628806,0.48842234252988564,0.5,0.494949,0.011086447408614194,0.01435068854114482
asof_pitcher_prev1_game_success_rate,2022,2024,0.11231272745960486,0.10334133764639222,0.5267970327549473,0.48842234252988564,0.521739,0.494949,0.011884172754897523,0.01435068854114482
asof_pitcher_prev3_game_success_rate,2022,2023,0.0671065991031442,0.05052340594410501,0.5263128369122932,0.5073527791172268,0.518939,0.505618,0.011884172754897523,0.011086447408614194
asof_pitcher_prev3_game_success_rate,2023,2024,0.09199897513882516,0.049317880002108225,0.5073527791172268,0.48948483246421126,0.505618,0.490196,0.011086447408614194,0.01435068854114482
asof_pitcher_prev3_game_success_rate,2022,2024,0.15276767175584316,0.16666648059547381,0.5263128369122932,0.48948483246421126,0.518939,0.490196,0.011884172754897523,0.01435068854114482
asof_pitcher_prev5_game_success_rate,2022,2023,0.07255849924501717,0.041482358841714945,0.5259193441117895,0.5087928799397042,0.517857,0.507216,0.011884172754897523,0.011086447408614194
asof_pitcher_prev5_game_success_rate,2023,2024,0.11142806723211929,0.06740842345513637,0.5087928799397042,0.4908543385373936,0.507216,0.49187,0.011086447408614194,0.01435068854114482
asof_pitcher_prev5_game_success_rate,2022,2024,0.17275864245451644,0.1816653041430748,0.5259193441117895,0.4908543385373936,0.517857,0.49187,0.011884172754897523,0.01435068854114482
asof_pitcher_prev1_game_middle_rate,2022,2023,0.038913557216327,0.007066308359827461,0.1497366612969317,0.15448693744599537,0.138298,0.142857,0.011884172754897523,0.011086447408614194
asof_pitcher_prev1_game_middle_rate,2023,2024,0.1254942010811097,0.07304430568666603,0.15448693744599537,0.17581188674385378,0.142857,0.166667,0.011086447408614194,0.01435068854114482
asof_pitcher_prev1_game_middle_rate,2022,2024,0.15118350889096682,0.10420579822151713,0.1497366612969317,0.17581188674385378,0.138298,0.166667,0.011884172754897523,0.01435068854114482
